RUN_DT, STOP_STN, STLB_TRN_CLSF_CD, UP_DN_DV_CD, ABRD_PRNB, GOFF_PRNB, NSTP_PRNB, AGGR_YMDHMS
20191008,3900561,02,U,0,1,86,20191008000000
20191008,3900292,02,D,85,349,556,20191008000000
20191008,3900073,04,U,0,156,0,20191008000000
20191008,3900280,02,U,65,235,815,20191008000000
20191008,3900282,02,U,85,124,1031,20191008000000
20191008,3900055,04,U,41,1,517,20191008000000
20191008,3901066,02,U,18,0,282,20191008000000
20191008,3900507,02,D,0,22,190,20191008000000
20191008,3900512,02,D,2,11,132,20191008000000
20191008,3900682,02,U,14,1,384,20191008000000
20191008,3900710,02,U,20,6,174,20191008000000
20191008,3900025,09,D,3631,0,3631,20191008000000
20191008,3900426,09,U,1042,204,5741,20191008000000
20191008,3900387,09,D,399,2,1530,20191008000000
20191008,3900385,09,U,0,63,811,20191008000000
20191008,3900423,09,D,14,53,1321,20191008000000
20191008,3900560,01,U,0,151,0,20191008000000
20191008,3900884,00,U,3273,2166,24235,20191008000000
20191008,3900280,00,D,1662,3865,20510,20191008000000
20191008,3900361,07,U,0,746,0,20191008000000
20191008,3900896,07,U,78,17,202,20191008000000
20191008,3900896,10,U,178,14,315,20191008000000
20191008,3900683,07,D,3,115,742,20191008000000
20191008,3900685,07,D,1,210,312,20191008000000
20191008,3900686,00,U,533,11,867,20191008000000
20191008,3901040,07,U,2017,0,2017,20191008000000
20191008,3900218,07,D,46,235,1875,20191008000000
20191008,3900229,07,D,163,1688,1120,20191008000000
20191008,3900025,00,D,7835,2,8987,20191008000000
20191008,3901026,07,D,32,48,2652,20191008000000
20191008,3900199,07,D,25,182,689,20191008000000
20191008,3900248,07,D,277,1022,1987,20191008000000
20191008,3900271,07,U,809,16,1676,20191008000000
20191008,3900265,00,D,0,59,1129,20191008000000
20191008,3900271,00,D,46,963,1182,20191008000000
20191008,3900276,00,D,0,365,723,20191008000000
20191008,3900279,00,D,0,817,0,20191008000000
20191008,3900279,00,U,741,0,741,20191008000000
20191008,3901060,10,D,20,329,1871,20191008000000
20191008,3900030,08,D,1218,0,2937,20191008000000
20191008,3900061,08,D,367,606,2697,20191008000000
20191008,3900102,08,D,30,72,544,20191008000000
20191008,3900111,08,D,11,536,742,20191008000000
20191008,3900023,08,U,0,1102,0,20191008000000
20191008,3900066,08,U,324,89,1915,20191008000000
20191008,3900088,08,U,573,956,1553,20191008000000
20191008,3900099,08,U,122,50,600,20191008000000
20191008,3900091,08,D,11,23,354,20191008000000
20191008,3900689,08,D,0,12,34,20191008000000
20191008,3900132,08,U,8,17,77,20191008000000
20191008,3900130,08,D,12,32,80,20191008000000
20191008,3900130,08,U,6,5,53,20191008000000
20191008,3900204,08,D,46,177,775,20191008000000
20191008,3900235,08,D,0,21,83,20191008000000
20191008,3900242,08,U,81,0,81,20191008000000
20191008,3900539,08,U,118,0,118,20191008000000
20191008,3900206,08,D,5,17,345,20191008000000
20191008,3900259,08,D,5,32,230,20191008000000
20191008,3900265,08,U,6,4,273,20191008000000
20191008,3900341,01,U,43,9,270,20191008000000
20191008,3900345,01,U,53,12,236,20191008000000
20191008,3900061,02,D,2205,1777,11431,20191008000000
20191008,3900099,02,D,871,753,4575,20191008000000
20191008,3900105,02,D,1032,484,4779,20191008000000
20191008,3900039,02,U,190,241,3262,20191008000000
20191008,3900061,02,U,2508,2390,13809,20191008000000
20191008,3900070,02,U,1079,473,7456,20191008000000
20191008,3900082,02,D,15,18,859,20191008000000
20191008,3900101,02,U,7,4,569,20191008000000
20191008,3900685,02,U,182,62,862,20191008000000
20191008,3900687,02,U,106,76,662,20191008000000
20191008,3900023,04,D,468,0,468,20191008000000
20191008,3900030,04,D,495,1,1135,20191008000000
20191008,3900055,02,U,39,0,294,20191008000000
20191008,3900058,02,U,40,11,1016,20191008000000
20191008,3900206,02,D,19,150,1999,20191008000000
20191008,3900235,02,D,9,45,327,20191008000000
20191008,3900025,04,D,173,0,173,20191008000000
20191008,3900052,04,U,98,33,907,20191008000000
20191008,3900715,02,D,6,9,83,20191008000000
20191008,3900271,02,U,692,311,1356,20191008000000
20191008,3900720,02,U,1,0,92,20191008000000
20191008,3900725,02,U,4,1,111,20191008000000
20191008,3900276,02,U,243,4,910,20191008000000
20191008,3900324,02,D,12,29,2249,20191008000000
20191008,3900334,02,D,28,220,1364,20191008000000
20191008,3900336,02,D,1,13,523,20191008000000
20191008,3900343,02,D,5,45,509,20191008000000
20191008,3900328,02,U,551,125,3114,20191008000000
20191008,3900334,02,U,271,26,1726,20191008000000
20191008,3900341,02,U,91,28,1090,20191008000000
20191008,3900132,02,D,72,264,2318,20191008000000
20191008,3900142,02,D,401,1090,1968,20191008000000
20191008,3900132,02,U,214,68,2263,20191008000000
20191008,3900141,02,U,68,6,1316,20191008000000
20191008,3900122,02,D,58,0,842,20191008000000
20191008,3900135,02,U,9,4,750,20191008000000
20191008,3900636,02,D,424,102,2013,20191008000000
20191008,3900639,02,D,931,365,1747,20191008000000
20191008,3900181,02,U,0,9,79,20191008000000
20191008,3900184,02,U,2,0,88,20191008000000
20191008,3900581,02,D,56,75,606,20191008000000
20191008,3900612,02,D,32,178,633,20191008000000
20191008,3900613,02,D,41,60,614,20191008000000
20191008,3900585,02,U,133,154,307,20191008000000
20191008,3900186,02,D,2,1,100,20191008000000
20191008,3900558,02,D,0,0,53,20191008000000
20191008,3900562,02,D,5,1,118,20191008000000
20191008,3900563,02,U,2,10,72,20191008000000
20191008,3900559,02,U,0,4,44,20191008000000
20191008,3900290,02,D,11,49,820,20191008000000
20191008,3901068,02,D,0,281,0,20191008000000
20191008,3900651,02,U,2,6,143,20191008000000
20191008,3900515,02,U,5,2,191,20191008000000
20191008,3900682,02,D,8,12,873,20191008000000
20191008,3900706,02,D,14,91,222,20191008000000
20191008,3900706,02,U,78,14,253,20191008000000
20191008,3900240,02,U,5,0,78,20191008000000
20191008,3900426,09,D,203,875,5066,20191008000000
20191008,3900423,09,U,85,6,1330,20191008000000
20191008,3900896,00,D,302,4188,8732,20191008000000
20191008,3900096,07,D,918,1473,4632,20191008000000
20191008,3900114,07,D,0,620,0,20191008000000
20191008,3900883,07,D,2640,128,11391,20191008000000
20191008,3900884,10,D,92,167,780,20191008000000
20191008,3900073,10,U,179,149,1173,20191008000000
20191008,3900096,10,U,299,111,1143,20191008000000
20191008,3900023,07,U,32,5802,467,20191008000000
20191008,3900073,07,U,1302,716,6374,20191008000000
20191008,3900096,07,U,1792,929,5520,20191008000000
20191008,3900883,07,U,155,2824,9803,20191008000000
20191008,3900047,00,U,78,1388,1281,20191008000000
20191008,3900111,00,U,577,11,1044,20191008000000
20191008,3900099,00,D,34,98,535,20191008000000
20191008,3900280,07,U,1636,617,7968,20191008000000
20191008,3900883,10,D,174,13,615,20191008000000
20191008,3900105,07,D,25,79,856,20191008000000
20191008,3900699,07,D,0,126,0,20191008000000
20191008,3901040,07,D,0,2041,0,20191008000000
20191008,3901040,00,D,0,611,0,20191008000000
20191008,3900231,07,U,437,9,1067,20191008000000
20191008,3900242,00,D,0,1201,0,20191008000000
20191008,3900199,07,U,251,12,1014,20191008000000
20191008,3900271,07,D,55,899,869,20191008000000
20191008,3900276,07,D,1,195,421,20191008000000
20191008,3900265,07,U,28,0,666,20191008000000
20191008,3900263,07,D,1,43,723,20191008000000
20191008,3900265,07,D,3,41,668,20191008000000
20191008,3901059,10,D,18,217,2399,20191008000000
20191008,3900141,10,U,694,163,3567,20191008000000
20191008,3900587,10,U,3290,0,3290,20191008000000
20191008,3901060,10,U,311,21,2220,20191008000000
20191008,3900030,08,U,0,1467,1738,20191008000000
20191008,3900629,08,U,43,0,43,20191008000000
20191008,3900685,08,D,6,28,70,20191008000000
20191008,3900683,08,U,37,1,292,20191008000000
20191008,3900388,08,D,210,0,210,20191008000000
20191008,3900161,08,U,29,1,61,20191008000000
20191008,3900229,08,D,13,48,117,20191008000000
20191008,3900214,08,U,125,30,525,20191008000000
20191008,3900229,08,U,68,34,122,20191008000000
20191008,3900239,08,U,4,6,79,20191008000000
20191008,3900248,08,D,86,110,257,20191008000000
20191008,3900030,01,D,353,0,842,20191008000000
20191008,3900341,01,D,10,37,431,20191008000000
20191008,3900328,01,U,197,16,1158,20191008000000
20191008,3900057,02,D,1089,2371,11052,20191008000000
20191008,3900066,02,D,716,1791,8616,20191008000000
20191008,3900085,02,D,1224,446,3586,20191008000000
20191008,3900095,02,D,1156,2652,4152,20191008000000
20191008,3900082,02,U,25,22,942,20191008000000
20191008,3900085,02,U,499,1258,3433,20191008000000
20191008,3900105,02,U,450,1166,4533,20191008000000
20191008,3900114,02,U,2869,0,2869,20191008000000
20191008,3900039,02,D,233,31,2457,20191008000000
20191008,3900110,02,U,100,61,1742,20191008000000
20191008,3900063,02,D,6,43,1377,20191008000000
20191008,3900076,02,D,11,16,376,20191008000000
20191008,3900689,02,D,25,22,697,20191008000000
20191008,3900057,04,D,63,332,865,20191008000000
20191008,3900061,04,D,101,225,723,20191008000000
20191008,3900063,04,D,1,7,149,20191008000000
20191008,3900283,04,D,10,30,296,20191008000000
20191008,3900292,04,D,42,120,206,20191008000000
20191008,3900290,04,U,24,6,442,20191008000000
20191008,3900211,02,D,688,842,2789,20191008000000
20191008,3900242,02,D,0,303,0,20191008000000
20191008,3900025,02,U,0,3451,0,20191008000000
20191008,3900214,02,U,136,72,964,20191008000000
20191008,3900216,02,U,63,9,900,20191008000000
20191008,3900231,02,U,85,48,469,20191008000000
20191008,3900221,04,U,16,1,111,20191008000000
20191008,3900039,04,U,16,73,873,20191008000000
20191008,3900717,02,D,4,10,97,20191008000000
20191008,3900718,02,D,28,33,111,20191008000000
20191008,3900725,02,D,0,3,129,20191008000000
20191008,3900731,02,U,5,3,95,20191008000000
20191008,3900538,02,D,9,9,168,20191008000000
20191008,3900245,02,D,42,63,1606,20191008000000
20191008,3900253,02,U,78,16,1049,20191008000000
20191008,3900263,02,U,91,160,1162,20191008000000
20191008,3900320,02,D,266,131,2488,20191008000000
20191008,3900338,02,D,256,605,1003,20191008000000
20191008,3900346,02,D,101,302,549,20191008000000
20191008,3900345,02,U,165,52,998,20191008000000
20191008,3900336,02,U,13,4,614,20191008000000
20191008,3900137,02,D,23,176,1770,20191008000000
20191008,3900153,02,D,398,1055,1807,20191008000000
20191008,3900138,02,D,0,5,358,20191008000000
20191008,3900633,02,D,64,75,2109,20191008000000
20191008,3900194,02,U,0,69,3,20191008000000
20191008,3900637,02,U,15,60,1146,20191008000000
20191008,3900148,02,D,0,25,278,20191008000000
20191008,3900572,02,D,62,69,601,20191008000000
20191008,3900572,02,U,91,20,539,20191008000000
20191008,3900672,02,D,86,33,184,20191008000000
20191008,3900560,02,U,1,2,87,20191008000000
20191008,3900285,02,U,149,36,1044,20191008000000
20191008,3900288,02,U,62,24,931,20191008000000
20191008,3900052,04,D,25,69,447,20191008000000
20191008,3901040,02,D,379,10,379,20191008000000
20191008,3900651,02,D,4,0,41,20191008000000
20191008,3900509,02,D,14,56,141,20191008000000
20191008,3900507,02,U,39,0,286,20191008000000
20191008,3900509,02,U,65,18,232,20191008000000
20191008,3900240,02,D,0,3,20,20191008000000
20191008,3900388,09,D,2106,16,6162,20191008000000
20191008,3900431,09,D,33,1323,3991,20191008000000
20191008,3900437,09,U,1863,0,1863,20191008000000
20191008,3900434,09,U,26,0,975,20191008000000
20191008,3900023,00,D,30451,34,31545,20191008000000
20191008,3900096,00,D,2750,9854,22945,20191008000000
20191008,3900096,00,U,9287,2404,29970,20191008000000
20191008,3900114,00,U,13212,0,13212,20191008000000
20191008,3900280,00,U,4617,1786,26985,20191008000000
20191008,3900023,10,U,0,4041,0,20191008000000
20191008,3900683,07,U,146,1,1104,20191008000000
20191008,3900686,07,U,446,0,527,20191008000000
20191008,3900902,00,D,26,1346,886,20191008000000
20191008,3900683,00,D,0,92,548,20191008000000
20191008,3900025,07,D,4127,11,5328,20191008000000
20191008,3900242,07,U,821,0,821,20191008000000
20191008,3900229,00,U,3259,133,4695,20191008000000
20191008,3900218,00,D,39,478,3758,20191008000000
20191008,3901026,00,D,41,102,5640,20191008000000
20191008,3900025,10,D,221,0,258,20191008000000
20191008,3900224,07,D,0,12,104,20191008000000
20191008,3900259,07,D,66,260,1793,20191008000000
20191008,3900259,07,U,175,15,1886,20191008000000
20191008,3900259,00,D,20,223,2210,20191008000000
20191008,3900263,00,D,1,53,926,20191008000000
20191008,3900141,10,D,180,768,3101,20191008000000
20191008,3901058,10,D,8,159,2109,20191008000000
20191008,3900047,08,U,770,1661,3205,20191008000000
20191008,3900073,08,U,1043,367,2175,20191008000000
20191008,3900105,08,U,250,214,1294,20191008000000
20191008,3900699,08,D,0,34,0,20191008000000
20191008,3900242,08,D,0,75,0,20191008000000
20191008,3900199,08,U,76,18,593,20191008000000
20191008,3900259,08,U,52,5,233,20191008000000
20191008,3900276,08,U,27,0,190,20191008000000
20191008,3900025,01,D,489,0,489,20191008000000
20191008,3900334,01,D,8,117,812,20191008000000
20191008,3900030,01,U,0,520,481,20191008000000
20191008,3900327,01,D,0,4,402,20191008000000
20191008,3900023,02,D,3393,0,3393,20191008000000
20191008,3900030,02,D,5444,3,11487,20191008000000
20191008,3900068,02,D,16,32,1258,20191008000000
20191008,3900080,02,D,224,832,2877,20191008000000
20191008,3900088,02,D,2185,966,4737,20191008000000
20191008,3900096,02,D,2085,1354,4716,20191008000000
20191008,3900104,02,D,83,20,2549,20191008000000
20191008,3900081,02,U,44,34,723,20191008000000
20191008,3900095,02,U,2722,1225,6150,20191008000000
20191008,3900111,02,U,1677,177,4707,20191008000000
20191008,3900101,02,D,7,9,825,20191008000000
20191008,3900109,02,D,297,385,3229,20191008000000
20191008,3900081,02,D,24,47,871,20191008000000
20191008,3900108,02,D,31,43,1698,20191008000000
20191008,3900068,02,U,62,18,2020,20191008000000
20191008,3900694,02,D,4,26,614,20191008000000
20191008,3900690,02,U,68,7,622,20191008000000
20191008,3900288,04,D,3,15,289,20191008000000
20191008,3900061,04,U,232,122,935,20191008000000
20191008,3900063,04,U,13,1,123,20191008000000
20191008,3900285,04,U,53,84,429,20191008000000
20191008,3900112,02,D,39,35,506,20191008000000
20191008,3900208,02,D,17,52,1401,20191008000000
20191008,3900224,02,D,37,102,587,20191008000000
20191008,3900236,02,D,15,6,257,20191008000000
20191008,3900199,02,U,186,63,2343,20191008000000
20191008,3900206,02,U,163,44,2240,20191008000000
20191008,3900208,02,U,51,14,1629,20191008000000
20191008,3900229,02,U,343,305,637,20191008000000
20191008,3900237,02,U,8,8,406,20191008000000
20191008,3900239,02,U,26,1,406,20191008000000
20191008,3900195,04,D,106,115,283,20191008000000
20191008,3900199,04,D,10,29,264,20191008000000
20191008,3900211,04,D,123,67,267,20191008000000
20191008,3900224,04,D,4,83,85,20191008000000
20191008,3900539,02,U,172,17,172,20191008000000
20191008,3900202,02,D,2,220,780,20191008000000
20191008,3900216,04,U,27,2,224,20191008000000
20191008,3900224,04,U,44,8,96,20191008000000
20191008,3900070,04,U,37,43,405,20191008000000
20191008,3900271,02,D,235,692,1017,20191008000000
20191008,3900716,02,D,4,5,90,20191008000000
20191008,3900731,02,D,6,10,109,20191008000000
20191008,3900715,02,U,12,2,87,20191008000000
20191008,3900718,02,U,36,19,108,20191008000000
20191008,3900722,02,U,0,2,107,20191008000000
20191008,3900322,02,D,283,170,2601,20191008000000
20191008,3900327,02,D,86,85,2585,20191008000000
20191008,3900345,02,D,39,147,750,20191008000000
20191008,3900351,02,U,3,2,215,20191008000000
20191008,3900172,02,U,410,62,464,20191008000000
20191008,3900136,02,D,0,20,710,20191008000000
20191008,3900177,02,D,17,35,159,20191008000000
20191008,3900194,02,D,0,0,12,20191008000000
20191008,3900645,02,D,145,8,766,20191008000000
20191008,3900148,02,U,16,0,334,20191008000000
20191008,3900177,02,U,21,14,116,20191008000000
20191008,3900187,02,U,5,0,8,20191008000000
20191008,3900567,02,D,6,4,296,20191008000000
20191008,3900604,02,D,79,131,874,20191008000000
20191008,3900611,02,D,10,61,779,20191008000000
20191008,3900186,02,U,8,2,113,20191008000000
20191008,3900552,02,U,19,17,107,20191008000000
20191008,3900288,02,D,10,76,858,20191008000000
20191008,3900283,02,U,46,20,1070,20191008000000
20191008,3901065,02,D,0,12,339,20191008000000
20191008,3901068,02,U,222,0,222,20191008000000
20191008,3900191,02,D,0,0,0,20191008000000
20191008,3900508,02,D,1,8,183,20191008000000
20191008,3900519,02,D,18,47,128,20191008000000
20191008,3900512,02,U,12,1,185,20191008000000
20191008,3900703,02,U,182,11,444,20191008000000
20191008,3900025,09,U,0,3583,0,20191008000000
20191008,3900387,09,U,1,503,1349,20191008000000
20191008,3900388,09,U,30,2159,4148,20191008000000
20191008,3900431,09,U,981,53,5062,20191008000000
20191008,3900898,09,U,7,72,1265,20191008000000
20191008,3900429,09,D,4,121,783,20191008000000
20191008,3900434,09,D,2,44,606,20191008000000
20191008,3900424,09,D,7,53,1275,20191008000000
20191008,3900561,01,D,0,0,149,20191008000000
20191008,3901022,01,D,0,0,149,20191008000000
20191008,3900562,01,U,3,0,151,20191008000000
20191008,3900927,98,D,225,0,345,20191008000000
20191008,3900927,98,U,0,480,243,20191008000000
20191008,3900883,00,D,8713,336,38747,20191008000000
20191008,3900896,00,U,4680,400,13595,20191008000000
20191008,3900361,00,U,0,1143,0,20191008000000
20191008,3900895,07,D,40,261,881,20191008000000
20191008,3900114,10,D,0,679,0,20191008000000
20191008,3900114,10,U,693,0,693,20191008000000
20191008,3900884,07,D,782,953,6467,20191008000000
20191008,3900105,00,D,115,455,4000,20191008000000
20191008,3900699,00,D,0,356,0,20191008000000
20191008,3900685,00,D,0,193,184,20191008000000
20191008,3900211,07,D,634,894,5593,20191008000000
20191008,3900242,07,D,0,824,0,20191008000000
20191008,3900218,07,U,242,23,2418,20191008000000
20191008,3900242,00,U,1056,0,1056,20191008000000
20191008,3900204,00,U,27,8,320,20191008000000
20191008,3900214,00,D,11,21,245,20191008000000
20191008,3900224,00,D,3,15,196,20191008000000
20191008,3900195,10,U,92,0,92,20191008000000
20191008,3900248,00,D,128,1238,2413,20191008000000
20191008,3900271,00,U,830,18,1738,20191008000000
20191008,3900587,10,D,0,3471,0,20191008000000
20191008,3900130,10,U,312,94,3206,20191008000000
20191008,3901057,10,U,285,43,2373,20191008000000
20191008,3901059,10,U,197,27,2813,20191008000000
20191008,3900073,08,D,401,724,1296,20191008000000
20191008,3900096,08,D,482,480,1429,20191008000000
20191008,3900111,08,U,486,21,1130,20191008000000
20191008,3900142,08,U,72,41,138,20191008000000
20191008,3900199,08,D,21,37,622,20191008000000
20191008,3900211,08,D,163,174,752,20191008000000
20191008,3900218,08,D,8,118,305,20191008000000
20191008,3900195,08,U,449,328,1232,20191008000000
20191008,3900218,08,U,158,33,430,20191008000000
20191008,3900231,08,U,18,16,88,20191008000000
20191008,3900271,08,D,13,78,104,20191008000000
20191008,3900279,08,U,163,0,163,20191008000000
20191008,3900057,01,D,33,56,542,20191008000000
20191008,3900320,01,D,144,53,1419,20191008000000
20191008,3900348,01,D,27,114,137,20191008000000
20191008,3900061,01,U,113,229,1325,20191008000000
20191008,3900320,01,U,129,115,1145,20191008000000
20191008,3900322,01,U,132,170,1131,20191008000000
20191008,3900346,01,U,313,22,491,20191008000000
20191008,3900073,02,D,1801,2214,4231,20191008000000
20191008,3900047,02,U,4436,4853,15734,20191008000000
20191008,3900073,02,U,2829,2118,5556,20191008000000
20191008,3900091,02,U,365,1204,5486,20191008000000
20191008,3900052,02,D,11,86,579,20191008000000
20191008,3900104,02,U,23,92,1454,20191008000000
20191008,3900685,02,D,60,186,708,20191008000000
20191008,3900699,02,D,120,299,435,20191008000000
20191008,3900281,04,D,13,27,333,20191008000000
20191008,3900282,04,D,39,56,316,20191008000000
20191008,3900057,04,U,303,72,1182,20191008000000
20191008,3900280,04,U,47,85,263,20191008000000
20191008,3900093,02,U,0,5,470,20191008000000
20191008,3900089,02,D,25,2,258,20191008000000
20191008,3900055,02,D,1,18,506,20191008000000
20191008,3900058,02,D,10,59,526,20191008000000
20191008,3900216,02,D,8,62,901,20191008000000
20191008,3900231,02,D,46,58,367,20191008000000
20191008,3900235,02,U,55,36,430,20191008000000
20191008,3900242,02,U,376,0,376,20191008000000
20191008,3900233,02,U,2,0,220,20191008000000
20191008,3900206,04,D,4,22,209,20191008000000
20191008,3900221,04,D,0,17,164,20191008000000
20191008,3900195,04,U,116,126,356,20191008000000
20191008,3900204,04,U,106,21,331,20191008000000
20191008,3900218,04,U,94,6,199,20191008000000
20191008,3900539,04,U,57,0,57,20191008000000
20191008,3900208,04,U,4,5,161,20191008000000
20191008,3900714,02,D,7,12,75,20191008000000
20191008,3900730,02,D,9,4,121,20191008000000
20191008,3900248,02,D,402,643,1474,20191008000000
20191008,3900341,02,D,20,125,898,20191008000000
20191008,3900320,02,U,340,334,3203,20191008000000
20191008,3900322,02,U,279,305,3197,20191008000000
20191008,3900351,02,D,1,4,162,20191008000000
20191008,3900141,02,D,2,16,701,20191008000000
20191008,3900157,02,D,34,248,666,20191008000000
20191008,3900142,02,U,1255,356,2680,20191008000000
20191008,3900627,02,U,276,4,1248,20191008000000
20191008,3900629,02,U,319,13,1810,20191008000000
20191008,3900631,02,U,285,21,2074,20191008000000
20191008,3900641,02,U,226,404,1130,20191008000000
20191008,3900645,02,U,1,147,466,20191008000000
20191008,3900587,02,U,180,59,180,20191008000000
20191008,3900601,02,U,8,0,404,20191008000000
20191008,3900608,02,U,33,7,662,20191008000000
20191008,3900613,02,U,63,37,447,20191008000000
20191008,3900615,02,U,189,237,421,20191008000000
20191008,3900560,02,D,6,27,97,20191008000000
20191008,3900565,02,D,40,79,97,20191008000000
20191008,3900556,02,U,0,15,92,20191008000000
20191008,3900672,02,U,37,47,126,20191008000000
20191008,3900558,02,U,0,0,48,20191008000000
20191008,3900282,02,D,117,114,1028,20191008000000
20191008,3900283,02,D,31,81,978,20191008000000
20191008,3900285,02,D,45,99,924,20191008000000
20191008,3900323,04,D,0,76,0,20191008000000
20191008,3901066,02,D,3,20,322,20191008000000
20191008,3901065,02,U,12,82,212,20191008000000
20191008,3900515,02,D,2,5,156,20191008000000
20191008,3900516,02,U,5,1,188,20191008000000
20191008,3900519,02,U,62,33,184,20191008000000
20191008,3900385,09,D,44,0,702,20191008000000
20191008,3900427,09,D,3,69,969,20191008000000
20191008,3900898,09,D,67,8,1360,20191008000000
20191008,3900309,01,D,296,0,296,20191008000000
20191008,3900565,01,D,0,143,0,20191008000000
20191008,3900883,98,U,723,0,723,20191008000000
20191008,3900073,00,D,2823,7841,31231,20191008000000
20191008,3900114,00,D,0,13171,0,20191008000000
20191008,3900895,00,D,96,1408,5130,20191008000000
20191008,3900280,07,D,854,1808,7449,20191008000000
20191008,3900073,10,D,123,197,917,20191008000000
20191008,3900047,00,D,1422,247,2869,20191008000000
20191008,3900111,07,U,310,8,581,20191008000000
20191008,3900883,10,U,4,162,505,20191008000000
20191008,3900884,10,U,125,45,643,20191008000000
20191008,3900685,07,U,271,2,676,20191008000000
20191008,3900902,07,U,707,5,1114,20191008000000
20191008,3900699,07,U,81,0,81,20191008000000
20191008,3900361,07,D,509,0,509,20191008000000
20191008,3900218,00,U,339,36,3606,20191008000000
20191008,3900211,00,D,500,1752,9036,20191008000000
20191008,3900279,07,D,0,675,0,20191008000000
20191008,3900276,07,U,399,0,838,20191008000000
20191008,3900263,00,U,40,7,1089,20191008000000
20191008,3901058,10,U,111,5,1898,20191008000000
20191008,3900061,08,U,714,454,3902,20191008000000
20191008,3900095,08,U,778,260,1956,20191008000000
20191008,3900629,08,D,0,38,0,20191008000000
20191008,3900685,08,U,55,3,167,20191008000000
20191008,3900689,08,U,11,2,103,20191008000000
20191008,3900699,08,U,94,0,94,20191008000000
20191008,3900902,08,U,104,15,256,20191008000000
20191008,3900132,08,D,6,1,115,20191008000000
20191008,3900142,08,D,45,76,164,20191008000000
20191008,3900153,08,D,23,75,112,20191008000000
20191008,3900224,08,U,91,26,305,20191008000000
20191008,3900265,08,D,2,5,169,20191008000000
20191008,3900211,01,D,0,137,0,20191008000000
20191008,3900346,01,D,12,417,224,20191008000000
20191008,3900057,01,U,157,38,773,20191008000000
20191008,3900211,01,U,125,0,125,20191008000000
20191008,3900332,01,U,458,44,956,20191008000000
20191008,3900047,02,D,3654,2917,12426,20191008000000
20191008,3900111,02,D,165,1417,3043,20191008000000
20191008,3900076,02,U,30,9,589,20191008000000
20191008,3900686,02,D,113,174,647,20191008000000
20191008,3900902,02,U,417,157,1122,20191008000000
20191008,3900290,04,D,1,6,284,20191008000000
20191008,3900047,04,U,354,317,1324,20191008000000
20191008,3900288,04,U,26,8,460,20191008000000
20191008,3900052,02,U,145,35,1459,20191008000000
20191008,3900195,02,D,1085,685,3499,20191008000000
20191008,3900221,02,D,11,45,652,20191008000000
20191008,3900195,02,U,1038,1254,3187,20191008000000
20191008,3900204,02,U,684,211,3053,20191008000000
20191008,3900221,02,U,26,33,662,20191008000000
20191008,3900208,04,D,7,5,92,20191008000000
20191008,3900218,04,D,16,57,181,20191008000000
20191008,3900538,04,D,0,7,78,20191008000000
20191008,3900539,04,D,0,78,0,20191008000000
20191008,3900066,04,U,147,70,612,20191008000000
20191008,3900722,02,D,2,0,131,20191008000000
20191008,3900716,02,U,7,8,82,20191008000000
20191008,3900717,02,U,7,4,89,20191008000000
20191008,3900265,02,D,28,177,1224,20191008000000
20191008,3900248,02,U,734,491,1647,20191008000000
20191008,3900328,02,D,114,432,2267,20191008000000
20191008,3900330,02,U,216,16,2688,20191008000000
20191008,3900343,02,U,34,5,1027,20191008000000
20191008,3900144,02,D,3,39,326,20191008000000
20191008,3900164,02,D,174,439,470,20191008000000
20191008,3900172,02,D,121,414,177,20191008000000
20191008,3900134,02,U,1,0,353,20191008000000
20191008,3900181,02,D,7,51,74,20191008000000
20191008,3900184,02,D,1,2,73,20191008000000
20191008,3900627,02,D,14,262,805,20191008000000
20191008,3900629,02,D,15,351,1485,20191008000000
20191008,3900633,02,U,94,67,2005,20191008000000
20191008,3900647,02,U,27,940,146,20191008000000
20191008,3900612,02,U,169,27,589,20191008000000
20191008,3900561,02,D,0,0,118,20191008000000
20191008,3900280,02,D,301,52,974,20191008000000
20191008,3900295,02,D,1,0,323,20191008000000
20191008,3900295,04,D,0,31,94,20191008000000
20191008,3900295,02,U,0,1,253,20191008000000
20191008,3900322,04,D,0,50,76,20191008000000
20191008,3900320,04,U,124,2,258,20191008000000
20191008,3900322,04,U,96,0,136,20191008000000
20191008,3901067,02,U,42,0,264,20191008000000
20191008,3900513,02,D,82,55,159,20191008000000
20191008,3900508,02,U,17,2,247,20191008000000
20191008,3900513,02,U,81,98,174,20191008000000
20191008,3900901,02,U,2,2,380,20191008000000
20191008,3900703,02,D,22,137,315,20191008000000
20191008,3900710,02,D,2,30,235,20191008000000
20191008,3900437,09,D,0,1785,0,20191008000000
20191008,3900561,01,U,0,0,151,20191008000000
20191008,3900565,01,U,148,0,148,20191008000000
20191008,3901022,01,U,0,0,151,20191008000000
20191008,3901063,98,U,0,243,0,20191008000000
20191008,3900883,00,U,401,9420,32316,20191008000000
20191008,3900894,00,U,1706,362,12818,20191008000000
20191008,3900895,00,U,1556,146,7877,20191008000000
20191008,3900361,00,D,1184,0,1184,20191008000000
20191008,3900023,07,D,5884,27,6275,20191008000000
20191008,3900073,07,D,751,917,5380,20191008000000
20191008,3900894,10,D,28,46,544,20191008000000
20191008,3900280,10,U,291,115,1037,20191008000000
20191008,3900884,07,U,881,855,6475,20191008000000
20191008,3900030,00,U,2,506,777,20191008000000
20191008,3900105,07,U,162,54,2153,20191008000000
20191008,3900686,07,D,4,416,126,20191008000000
