RUN_DT, STOP_STN, STLB_TRN_CLSF_CD, UP_DN_DV_CD, ABRD_PRNB, GOFF_PRNB, NSTP_PRNB, AGGR_YMDHMS
20191001,3900187,02,U,630,155,1366,20191001000000
20191001,3900627,02,U,198,6,828,20191001000000
20191001,3900637,02,U,14,52,835,20191001000000
20191001,3900639,02,U,418,580,1146,20191001000000
20191001,3900604,02,D,51,76,632,20191001000000
20191001,3900581,02,U,46,41,262,20191001000000
20191001,3900587,02,U,175,92,175,20191001000000
20191001,3900558,02,D,0,0,34,20191001000000
20191001,3900562,02,D,2,1,98,20191001000000
20191001,3900292,02,D,90,253,419,20191001000000
20191001,3900292,02,U,242,86,537,20191001000000
20191001,3900295,04,U,0,2,59,20191001000000
20191001,3900322,04,U,62,0,90,20191001000000
20191001,3900191,02,U,1,1,106,20191001000000
20191001,3900508,02,D,0,5,143,20191001000000
20191001,3900515,02,D,1,3,43,20191001000000
20191001,3900508,02,U,12,0,192,20191001000000
20191001,3900515,02,U,4,0,75,20191001000000
20191001,3900701,02,D,3,8,398,20191001000000
20191001,3900710,02,U,5,1,140,20191001000000
20191001,3900240,02,U,2,0,45,20191001000000
20191001,3900025,09,D,2479,0,2479,20191001000000
20191001,3900426,09,D,172,768,3636,20191001000000
20191001,3900427,09,U,144,7,605,20191001000000
20191001,3900431,09,U,737,40,3876,20191001000000
20191001,3900436,09,U,1760,0,3163,20191001000000
20191001,3900434,09,D,0,25,396,20191001000000
20191001,3900153,01,D,2,11,21,20191001000000
20191001,3900292,01,D,2,7,30,20191001000000
20191001,3900023,01,U,0,5,0,20191001000000
20191001,3900280,01,U,5,5,16,20191001000000
20191001,3900281,01,U,0,0,16,20191001000000
20191001,3900292,01,U,4,2,16,20191001000000
20191001,3900883,00,D,7304,282,30531,20191001000000
20191001,3900895,00,D,98,954,4518,20191001000000
20191001,3900096,00,U,7645,1652,23159,20191001000000
20191001,3900114,00,U,9636,0,9636,20191001000000
20191001,3900361,00,U,0,742,0,20191001000000
20191001,3900896,10,D,23,138,341,20191001000000
20191001,3900023,10,U,0,3153,0,20191001000000
20191001,3900361,07,U,0,597,0,20191001000000
20191001,3900686,07,U,396,4,498,20191001000000
20191001,3900902,07,U,585,6,981,20191001000000
20191001,3900894,07,U,285,41,1598,20191001000000
20191001,3900902,00,D,20,1086,679,20191001000000
20191001,3900686,00,U,382,4,600,20191001000000
20191001,3900218,07,U,200,14,2322,20191001000000
20191001,3900195,07,D,121,286,561,20191001000000
20191001,3900199,00,U,59,1,357,20191001000000
20191001,3900214,00,U,12,0,158,20191001000000
20191001,3900195,10,D,0,92,0,20191001000000
20191001,3900199,07,U,115,12,592,20191001000000
20191001,3900214,07,U,8,1,119,20191001000000
20191001,3900276,07,D,1,193,249,20191001000000
20191001,3900259,00,D,17,161,1658,20191001000000
20191001,3900276,00,D,0,336,446,20191001000000
20191001,3900259,00,U,212,9,1558,20191001000000
20191001,3900265,07,D,4,21,490,20191001000000
20191001,3900265,00,U,47,2,688,20191001000000
20191001,3900587,10,D,0,2507,0,20191001000000
20191001,3900023,08,D,815,0,815,20191001000000
20191001,3900073,08,D,257,571,1008,20191001000000
20191001,3900095,08,D,116,475,814,20191001000000
20191001,3900023,08,U,0,823,0,20191001000000
20191001,3900085,08,U,156,294,1043,20191001000000
20191001,3900102,08,U,57,11,334,20191001000000
20191001,3900105,08,U,133,176,968,20191001000000
20191001,3900057,08,U,341,132,1652,20191001000000
20191001,3900685,08,D,5,15,43,20191001000000
20191001,3900683,08,U,22,3,185,20191001000000
20191001,3900142,08,D,54,75,129,20191001000000
20191001,3900132,08,U,12,2,85,20191001000000
20191001,3900130,08,U,5,5,24,20191001000000
20191001,3900199,08,D,17,65,509,20191001000000
20191001,3900214,08,D,27,82,330,20191001000000
20191001,3900231,08,D,2,10,48,20191001000000
20191001,3900025,08,U,0,444,0,20191001000000
20191001,3900211,08,U,165,202,607,20191001000000
20191001,3900279,08,U,36,0,36,20191001000000
20191001,3900047,01,D,328,121,988,20191001000000
20191001,3900330,01,D,0,41,585,20191001000000
20191001,3900023,02,D,4478,0,4682,20191001000000
20191001,3900068,02,D,17,60,1197,20191001000000
20191001,3900070,02,D,405,742,5198,20191001000000
20191001,3900023,02,U,0,4376,204,20191001000000
20191001,3900039,02,U,205,243,3122,20191001000000
20191001,3900066,02,U,1768,705,8849,20191001000000
20191001,3900085,02,U,406,1104,2624,20191001000000
20191001,3900090,02,U,13,54,1189,20191001000000
20191001,3900105,02,U,334,921,3154,20191001000000
20191001,3900114,02,U,1928,0,1928,20191001000000
20191001,3900081,02,D,28,45,976,20191001000000
20191001,3900082,02,D,16,24,948,20191001000000
20191001,3900093,02,D,7,3,983,20191001000000
20191001,3900068,02,U,54,23,1369,20191001000000
20191001,3900685,02,D,39,145,530,20191001000000
20191001,3900699,02,U,132,72,503,20191001000000
20191001,3900281,04,D,17,20,209,20191001000000
20191001,3900288,04,U,27,2,256,20191001000000
20191001,3900093,02,U,0,1,391,20191001000000
20191001,3900112,02,D,26,29,464,20191001000000
20191001,3900206,02,D,28,151,1574,20191001000000
20191001,3900208,02,D,26,68,1201,20191001000000
20191001,3900224,02,D,26,81,569,20191001000000
20191001,3900025,02,U,0,2836,0,20191001000000
20191001,3900233,02,D,0,0,130,20191001000000
20191001,3900233,02,U,2,0,189,20191001000000
20191001,3900211,04,D,47,63,156,20191001000000
20191001,3900538,04,D,0,0,67,20191001000000
20191001,3900539,04,D,0,67,0,20191001000000
20191001,3900715,02,D,2,7,51,20191001000000
20191001,3900731,02,D,4,7,71,20191001000000
20191001,3900253,02,D,11,70,849,20191001000000
20191001,3900245,02,U,65,22,1284,20191001000000
20191001,3900248,02,U,563,299,1300,20191001000000
20191001,3900256,02,U,56,4,951,20191001000000
20191001,3900348,02,D,48,138,244,20191001000000
20191001,3900346,02,U,67,14,426,20191001000000
20191001,3900137,02,D,17,143,1423,20191001000000
20191001,3900153,02,D,233,840,1269,20191001000000
20191001,3900164,02,D,277,237,613,20191001000000
20191001,3900133,02,U,38,7,1099,20191001000000
20191001,3900153,02,U,751,264,1817,20191001000000
20191001,3900122,02,D,55,3,769,20191001000000
20191001,3900636,02,D,280,55,1464,20191001000000
20191001,3900639,02,D,591,444,1281,20191001000000
20191001,3900148,02,U,12,2,342,20191001000000
20191001,3900181,02,U,0,10,164,20191001000000
20191001,3900184,02,U,1,3,174,20191001000000
20191001,3900636,02,U,51,226,1096,20191001000000
20191001,3900587,02,D,70,209,70,20191001000000
20191001,3900585,02,U,52,94,248,20191001000000
20191001,3900615,02,U,190,52,354,20191001000000
20191001,3900601,02,D,0,0,154,20191001000000
20191001,3900186,02,D,0,0,90,20191001000000
20191001,3900556,02,D,13,3,96,20191001000000
20191001,3900560,02,D,3,16,85,20191001000000
20191001,3900556,02,U,2,16,116,20191001000000
20191001,3900280,02,U,45,154,537,20191001000000
20191001,3900290,02,U,19,11,545,20191001000000
20191001,3900295,04,D,0,0,43,20191001000000
20191001,3900320,04,U,66,2,154,20191001000000
20191001,3901066,02,D,2,11,123,20191001000000
20191001,3901065,02,U,8,0,121,20191001000000
20191001,3900507,02,D,0,20,148,20191001000000
20191001,3900519,02,D,7,22,25,20191001000000
20191001,3900513,02,U,50,9,116,20191001000000
20191001,3900901,02,U,1,2,236,20191001000000
20191001,3900901,02,D,3,3,289,20191001000000
20191001,3900703,02,D,16,264,150,20191001000000
20191001,3900705,02,D,0,9,141,20191001000000
20191001,3900707,02,U,9,4,145,20191001000000
20191001,3900429,09,D,1,80,513,20191001000000
20191001,3900079,02,D,1,0,77,20191001000000
20191001,3900562,01,D,0,0,69,20191001000000
20191001,3900153,01,U,6,5,14,20191001000000
20191001,3900894,00,U,1423,276,10446,20191001000000
20191001,3900280,00,U,3399,1193,20834,20191001000000
20191001,3900114,07,D,0,547,0,20191001000000
20191001,3900895,07,D,21,208,817,20191001000000
20191001,3900073,10,U,199,86,959,20191001000000
20191001,3900896,07,U,105,8,245,20191001000000
20191001,3900030,00,D,379,0,975,20191001000000
20191001,3900105,00,D,64,330,2855,20191001000000
20191001,3900280,07,U,1180,486,6368,20191001000000
20191001,3900699,07,U,106,0,106,20191001000000
20191001,3900025,07,D,3467,4,4606,20191001000000
20191001,3900242,07,U,795,0,795,20191001000000
20191001,3900231,07,D,13,321,497,20191001000000
20191001,3900211,00,U,1265,323,6774,20191001000000
20191001,3900211,00,D,361,1267,6531,20191001000000
20191001,3900231,00,D,16,446,595,20191001000000
20191001,3900224,00,U,14,1,136,20191001000000
20191001,3900214,07,D,2,8,107,20191001000000
20191001,3900195,00,D,68,128,437,20191001000000
20191001,3900214,00,D,1,10,128,20191001000000
20191001,3900271,07,D,15,681,566,20191001000000
20191001,3900271,07,U,754,13,1523,20191001000000
20191001,3900279,00,D,0,502,0,20191001000000
20191001,3900276,00,U,183,0,359,20191001000000
20191001,3901057,10,D,29,192,1882,20191001000000
20191001,3900111,08,U,366,16,906,20191001000000
20191001,3900114,08,U,516,0,516,20191001000000
20191001,3900080,08,U,101,25,635,20191001000000
20191001,3900091,08,U,18,49,338,20191001000000
20191001,3900629,08,D,0,24,0,20191001000000
20191001,3900683,08,D,1,18,93,20191001000000
20191001,3900132,08,D,9,2,87,20191001000000
20191001,3900153,08,D,8,24,113,20191001000000
20191001,3900388,08,D,154,0,154,20191001000000
20191001,3900153,08,U,27,6,110,20191001000000
20191001,3900157,08,U,46,2,89,20191001000000
20191001,3900161,08,U,15,2,45,20191001000000
20191001,3900388,08,U,0,109,0,20191001000000
20191001,3900195,08,D,288,283,817,20191001000000
20191001,3900211,08,D,143,167,566,20191001000000
20191001,3900218,08,D,12,99,237,20191001000000
20191001,3900239,08,D,0,2,14,20191001000000
20191001,3900204,08,U,195,47,773,20191001000000
20191001,3900539,08,D,0,88,0,20191001000000
20191001,3900025,01,D,379,0,379,20191001000000
20191001,3900338,01,D,48,316,299,20191001000000
20191001,3900348,01,D,27,77,97,20191001000000
20191001,3900030,01,U,0,454,453,20191001000000
20191001,3900047,01,U,213,303,907,20191001000000
20191001,3900348,01,U,45,26,105,20191001000000
20191001,3900061,02,D,1869,2329,10861,20191001000000
20191001,3900088,02,D,2058,930,4390,20191001000000
20191001,3900095,02,D,911,2554,3533,20191001000000
20191001,3900047,02,U,4277,4193,13961,20191001000000
20191001,3900070,02,U,726,344,5743,20191001000000
20191001,3900080,02,U,914,168,3359,20191001000000
20191001,3900101,02,D,0,4,490,20191001000000
20191001,3900109,02,D,227,270,2650,20191001000000
20191001,3900110,02,U,78,52,1317,20191001000000
20191001,3900078,02,D,4,10,865,20191001000000
20191001,3900683,02,U,103,28,892,20191001000000
20191001,3900030,04,D,472,2,920,20191001000000
20191001,3900063,04,D,1,15,90,20191001000000
20191001,3900023,04,U,0,400,0,20191001000000
20191001,3900285,04,U,30,16,270,20191001000000
20191001,3900055,02,U,33,0,292,20191001000000
20191001,3900199,02,D,66,189,2224,20191001000000
20191001,3900195,02,U,672,876,2437,20191001000000
20191001,3900208,02,U,55,24,1269,20191001000000
20191001,3900216,02,U,54,11,756,20191001000000
20191001,3900224,02,U,81,34,578,20191001000000
20191001,3900235,02,U,39,2,368,20191001000000
20191001,3900239,02,U,23,1,445,20191001000000
20191001,3900066,04,D,71,91,420,20191001000000
20191001,3900214,04,D,17,21,152,20191001000000
20191001,3900218,04,D,4,44,103,20191001000000
20191001,3900727,02,D,8,6,86,20191001000000
20191001,3900271,02,U,527,225,879,20191001000000
20191001,3900263,02,U,35,37,772,20191001000000
20191001,3900322,02,D,238,260,2376,20191001000000
20191001,3900324,02,D,13,27,2082,20191001000000
20191001,3900328,02,D,64,425,1917,20191001000000
20191001,3900334,02,D,17,163,956,20191001000000
20191001,3900345,02,D,47,108,499,20191001000000
20191001,3900336,02,U,9,4,480,20191001000000
20191001,3900132,02,D,62,184,1874,20191001000000
20191001,3900130,02,U,595,193,3048,20191001000000
20191001,3900137,02,U,151,22,1582,20191001000000
20191001,3900140,02,U,42,3,1310,20191001000000
20191001,3900181,02,D,2,2,162,20191001000000
20191001,3900633,02,D,45,70,1501,20191001000000
20191001,3900621,02,U,821,200,836,20191001000000
20191001,3900580,02,D,48,79,323,20191001000000
20191001,3900612,02,D,36,213,401,20191001000000
20191001,3900612,02,U,150,32,484,20191001000000
20191001,3900563,02,U,5,16,61,20191001000000
20191001,3900282,02,D,73,57,799,20191001000000
20191001,3901040,02,D,159,28,159,20191001000000
20191001,3901066,02,U,19,3,113,20191001000000
20191001,3900509,02,D,8,63,88,20191001000000
20191001,3900509,02,U,71,13,180,20191001000000
20191001,3900512,02,U,6,0,122,20191001000000
20191001,3900682,02,U,2,7,324,20191001000000
20191001,3900706,02,D,8,38,111,20191001000000
20191001,3900710,02,D,3,10,105,20191001000000
20191001,3900436,09,D,2,1658,1369,20191001000000
20191001,3900423,09,U,90,7,1199,20191001000000
20191001,3900424,09,U,109,5,1116,20191001000000
20191001,3900424,09,D,2,42,911,20191001000000
20191001,3900898,09,D,38,8,993,20191001000000
20191001,3900280,01,D,7,10,31,20191001000000
20191001,3900556,01,D,0,5,10,20191001000000
20191001,3900164,01,U,3,0,10,20191001000000
20191001,3900883,98,D,0,218,0,20191001000000
20191001,3900927,98,D,136,0,218,20191001000000
20191001,3900927,98,U,0,456,244,20191001000000
20191001,3900896,00,D,234,3669,6776,20191001000000
20191001,3900884,00,D,1794,2213,18406,20191001000000
20191001,3900361,00,D,894,0,894,20191001000000
20191001,3900894,10,D,29,59,522,20191001000000
20191001,3900280,10,U,180,50,756,20191001000000
20191001,3900884,07,D,613,663,5814,20191001000000
20191001,3900073,07,U,1013,538,5264,20191001000000
20191001,3900099,00,U,73,2,306,20191001000000
20191001,3900111,07,U,197,6,359,20191001000000
20191001,3900896,10,U,186,8,286,20191001000000
20191001,3900683,07,U,166,3,1039,20191001000000
20191001,3900686,00,D,3,436,249,20191001000000
20191001,3901040,07,D,0,1710,0,20191001000000
20191001,3901040,07,U,1669,0,1669,20191001000000
20191001,3900229,07,U,1558,82,2719,20191001000000
20191001,3900229,00,D,68,2571,1142,20191001000000
20191001,3901026,00,D,39,83,4095,20191001000000
20191001,3900025,10,D,140,0,174,20191001000000
20191001,3900204,00,D,11,89,306,20191001000000
20191001,3900279,07,U,430,0,430,20191001000000
20191001,3900263,07,D,3,26,616,20191001000000
20191001,3900263,07,U,12,3,632,20191001000000
20191001,3900141,10,D,125,532,2185,20191001000000
20191001,3900898,10,D,258,8,1889,20191001000000
20191001,3901059,10,D,29,176,1687,20191001000000
20191001,3900388,10,U,7,1321,2231,20191001000000
20191001,3901058,10,D,2,85,1441,20191001000000
20191001,3901057,10,U,186,30,1889,20191001000000
20191001,3901060,10,U,199,33,1727,20191001000000
20191001,3900898,10,U,6,294,1686,20191001000000
20191001,3900061,08,D,281,657,2274,20191001000000
20191001,3900080,08,D,26,108,409,20191001000000
20191001,3900085,08,D,213,116,1023,20191001000000
20191001,3900088,08,D,562,419,1166,20191001000000
20191001,3900030,08,U,2,1191,1267,20191001000000
20191001,3900066,08,U,234,71,1328,20191001000000
20191001,3900686,08,D,4,14,33,20191001000000
20191001,3900689,08,D,1,5,29,20191001000000
20191001,3900699,08,D,0,29,0,20191001000000
20191001,3900685,08,U,31,2,97,20191001000000
20191001,3900157,08,D,2,55,60,20191001000000
20191001,3900142,08,U,40,51,99,20191001000000
20191001,3900025,08,D,628,0,628,20191001000000
20191001,3900195,08,U,260,255,823,20191001000000
20191001,3900231,08,U,18,6,86,20191001000000
20191001,3900242,08,U,64,0,64,20191001000000
20191001,3900322,01,D,99,114,1124,20191001000000
20191001,3900334,01,D,8,103,567,20191001000000
20191001,3900341,01,D,3,38,264,20191001000000
20191001,3900345,01,D,16,87,193,20191001000000
20191001,3900320,01,U,109,107,981,20191001000000
20191001,3900328,01,U,169,17,916,20191001000000
20191001,3900341,01,U,32,7,179,20191001000000
20191001,3900080,02,D,193,997,2604,20191001000000
20191001,3900096,02,D,3127,1321,5172,20191001000000
20191001,3900102,02,D,210,526,3125,20191001000000
20191001,3900104,02,D,75,20,1897,20191001000000
20191001,3900110,02,D,56,59,1119,20191001000000
20191001,3900052,02,D,41,151,816,20191001000000
20191001,3900699,02,D,35,144,403,20191001000000
20191001,3900685,02,U,118,36,598,20191001000000
20191001,3900687,02,U,20,47,570,20191001000000
20191001,3900694,02,U,21,4,520,20191001000000
20191001,3900902,02,U,340,120,818,20191001000000
20191001,3900290,04,D,1,12,132,20191001000000
20191001,3900153,04,U,141,0,141,20191001000000
20191001,3900282,04,U,40,30,295,20191001000000
20191001,3900077,02,D,3,2,193,20191001000000
20191001,3900063,02,U,52,14,1353,20191001000000
20191001,3900204,02,D,150,559,2173,20191001000000
20191001,3900214,02,D,57,139,876,20191001000000
20191001,3900218,02,D,44,231,647,20191001000000
20191001,3900199,02,U,159,54,1890,20191001000000
20191001,3900237,02,U,12,1,456,20191001000000
20191001,3900208,04,D,6,8,103,20191001000000
20191001,3900221,04,D,2,14,91,20191001000000
20191001,3900539,02,U,166,11,166,20191001000000
20191001,3900202,02,D,0,95,652,20191001000000
20191001,3900538,04,U,0,0,23,20191001000000
20191001,3900717,02,D,5,6,58,20191001000000
20191001,3900715,02,U,5,2,59,20191001000000
20191001,3900716,02,U,12,2,63,20191001000000
20191001,3900259,02,D,31,202,772,20191001000000
20191001,3900265,02,D,21,66,686,20191001000000
20191001,3900259,02,U,166,39,899,20191001000000
20191001,3900327,02,D,27,111,2278,20191001000000
20191001,3900332,02,D,89,753,1102,20191001000000
20191001,3900341,02,D,16,81,589,20191001000000
20191001,3900327,02,U,124,20,2695,20191001000000
20191001,3900133,02,D,1,32,1047,20191001000000
20191001,3900144,02,D,5,43,301,20191001000000
20191001,3900388,02,D,2902,0,2902,20191001000000
20191001,3900157,02,U,130,27,673,20191001000000
20191001,3900144,02,U,47,7,531,20191001000000
20191001,3900160,02,U,13,0,123,20191001000000
20191001,3900187,02,D,167,562,926,20191001000000
20191001,3900621,02,D,167,847,200,20191001000000
20191001,3900629,02,D,10,268,1041,20191001000000
20191001,3900631,02,D,32,258,1299,20191001000000
20191001,3900645,02,D,75,28,756,20191001000000
20191001,3900629,02,U,274,6,1296,20191001000000
20191001,3900645,02,U,20,71,526,20191001000000
20191001,3900572,02,D,35,69,331,20191001000000
20191001,3900585,02,D,152,103,335,20191001000000
20191001,3900611,02,D,14,45,578,20191001000000
20191001,3900186,02,U,8,3,92,20191001000000
20191001,3900552,02,U,3,16,130,20191001000000
20191001,3900562,02,U,1,20,72,20191001000000
20191001,3900558,02,U,0,0,28,20191001000000
20191001,3900281,02,U,45,81,646,20191001000000
20191001,3900283,02,U,50,8,718,20191001000000
20191001,3900285,02,U,94,30,676,20191001000000
20191001,3900055,04,U,27,3,359,20191001000000
20191001,3901067,02,D,1,8,116,20191001000000
20191001,3901040,02,U,33,147,33,20191001000000
20191001,3901067,02,U,8,1,97,20191001000000
20191001,3900512,02,D,0,4,84,20191001000000
20191001,3900513,02,D,7,46,45,20191001000000
20191001,3900682,02,D,6,8,622,20191001000000
