RUN_DT, MRNT_CD, STLB_TRN_CLSF_CD, SPL_SEAT_SUM_NUM, ABRD_PRNB, SEAT_DST, ABRD_SLJN_DST, AGGR_YMDHMS
20191031,01,01,398,211,1583244,338609,20191031000000
20191031,05,04,1052,759,1673732,524721,20191031000000
20191031,8B,07,8390,10535,30729510,21141438,20191031000000
20191031,88,01,436,177,1120084,192744,20191031000000
20191031,00,* ,0,158,0,69269,20191031000000
20191031,01,00,88687,80848,357269781,194180821,20191031000000
20191031,01,08,7520,12749,33934752,14015587,20191031000000
20191031,05,02,4328,6890,9430104,3685577,20191031000000
20191031,60,01,1536,570,746974,156047,20191031000000
20191031,8B,00,5730,4385,21091223,9118755,20191031000000
20191031,01,10,2460,3143,10195562,7777492,20191031000000
20191031,03,02,14238,12602,35980888,11688423,20191031000000
20191031,03,08,4512,4880,16891424,5068857,20191031000000
20191031,04,00,11332,10371,45512837,23712270,20191031000000
20191031,08,01,4788,4599,11864664,4056080,20191031000000
20191031,11,01,272,0,161024,0,20191031000000
20191031,8B,02,2254,369,870044,119974,20191031000000
20191031,C1,98,2528,885,0,0,20191031000000
20191031,03,10,1230,703,1986848,619125,20191031000000
